,community,viewpoint,alpha,rho,beta,gamma,normalized_alpha,normalized_rho,normalized_beta,rho_hat,beta_hat
16,1,1.0,8568.085319057902,709.1872049136923,0.001410064920900116,12.08155654768282,3.427234127623161,0.2836748819654769,3.5251623022502905,59.01560040947436,-0.08180576300235821
17,2,1.0,6359.679268187308,831.3272601708354,0.0012028957161762058,7.650030947957141,5.0877434145498475,0.6650618081366684,1.503619645220257,69.19393834756961,-0.08203019630747578
18,3,1.0,3520.160997088946,441.8514935321534,0.0022632038470799696,7.966841910952565,5.632257595342316,0.7069623896514453,1.4145024044249814,36.737624461012786,-0.08088152916566337
19,4,1.0,1543.713886756487,247.32211154785662,0.004043310134065796,6.241714002420604,4.939884437620763,0.791430756953141,1.2635344168955616,20.526842628988053,-0.07895308068809538
20,5,1.0,1079.136677879847,137.69039347643144,0.007262670798970233,7.837414438535716,6.906474738431028,0.8812185182491621,1.1347923123390977,11.390866123035954,-0.07546543996778225
21,6,1.0,575.3047596529777,76.12225310481321,0.013136763025433491,7.5576422949651345,7.363900923558126,0.9743648397416104,1.0263096113619903,6.260187758734435,-0.06910184005578039
22,7,1.0,263.74374370767254,36.650167876758864,0.027285004624334464,7.196249266703141,6.751839838916422,0.938244297645026,1.065820493138066,2.970847323063239,-0.05377457832363767
23,8,1.0,156.9736195240805,19.830137629411386,0.050428293473709127,7.9159117529906915,8.037049319632928,1.0153030466258643,0.9849276069083801,1.5691781357842822,-0.02870268207014844
24,9,1.0,69.555072812228,9.594897503445642,0.10422206174072085,7.249173093016359,7.122439455972171,0.9825175043528365,1.0177935716867241,0.7162414586204702,0.02957390021911425
25,10,1.0,36.1551199449601,4.845659560800578,0.20637025516393986,7.461341328524278,7.4045685647278185,0.9923910780519556,1.0076672615426778,0.3204716300667148,0.14023444309426816
26,11,1.0,18.065430045376115,2.4339341332484574,0.41085746172816395,7.422316733470809,7.399600146586166,0.9969394209785742,1.0030699749222691,0.11949451110403812,0.36176225020551095
27,12,1.0,42.180433794838116,5.56383207913923,0.1797322395385283,7.5811838306528845,7.634658516865717,1.007053606324193,0.9929957985554124,0.38031933992826916,0.11137659283340566
28,metacommunity,inf,7.625712976709005,1.0,0.0017963004121174502,3.0984968976856613,1.8181818181818181,0.07968580823976733,1.155225976303807,0.0,-0.08138734122020609
29,0,inf,9090.90909090909,538.6185364903768,0.0018566015319784052,3.373807098213936,1.8181818181818181,0.10772370729807534,9.283007659892027,44.8015447075314,-0.0813220150070234
30,1,inf,8067.503601564107,199.21452059941825,0.005019714411334533,5.55781504547414,3.227001440625643,0.07968580823976733,12.54928602833633,16.517876716618186,-0.07789530938772092
31,2,inf,4766.73016902436,556.6997553717732,0.0017963004121174502,5.45130840208376,3.813384135219489,0.44535980429741867,2.2453755151468124,46.30831294764777,-0.08138734122020609
32,3,inf,2576.4876946640125,276.9907378698816,0.0036102290195340653,4.765811721193862,4.122380311462421,0.44318518059181056,2.256393137208791,22.99922815582347,-0.07942225189550477
33,4,inf,821.6760896450137,184.8216719338834,0.005410620894922603,3.2608302690470983,2.629363486864044,0.5914293501884271,1.6908190296633128,15.318472661156951,-0.07747182736383385
34,5,inf,568.2248289124645,35.55553769347407,0.028125014129192646,3.5277405852898425,3.6366389050397747,0.22755544123823407,4.394533457686351,2.8796281411228395,-0.05286456802670797
35,6,inf,274.1937917387883,57.88522133749894,0.017275566662680868,3.252667729510241,3.5096805342564887,0.7409308331199876,1.3496536455219408,4.740435111458245,-0.06461813611542906
36,7,inf,123.4546159793659,26.68684458559136,0.037471646255995195,3.3100906641775096,3.1604381690717656,0.683183221391139,1.4637361818748118,2.1405703821326134,-0.04273904988933854
37,8,inf,67.4890608832666,8.487415560877471,0.11782149617010329,3.2470128650669237,3.4554399172232495,0.43455567671692663,2.301201097072329,0.6239512967397892,0.04430662085094522
38,9,inf,28.735876040445586,8.45343266193296,0.11829513997350992,3.116826143195435,2.9425537065416254,0.8656315045819356,1.155225976303807,0.6211193884944133,0.044819734971302407
39,10,inf,15.707279750388848,1.9642857142857142,0.5090909090909091,3.22708948316208,3.2168508928796347,0.4022857142857144,2.4857954545454537,0.08035714285714285,0.4681818181818182
40,11,inf,7.625712976709005,1.0,1.0,3.0984968976856613,3.1234920352600066,0.4096000000000001,2.4414062499999996,0.0,1.0
41,12,inf,17.59805925954171,4.290052672934854,0.23309737111360296,3.198138550843811,3.1852487259770497,0.7764995338012092,1.2878307796331645,0.2741710560779045,0.16918881870640323
